parameter,step,counts,bin_centers,bin_width
gpt_neox.layers.1.attention.dense.weight,143000,"[2.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00
 1.0000e+00 2.0000e+00 2.0000e+00 3.0000e+00 0.0000e+00 2.0000e+00
 2.0000e+00 2.0000e+00 5.0000e+00 4.0000e+00 9.0000e+00 1.0000e+01
 1.4000e+01 1.9000e+01 1.9000e+01 2.3000e+01 4.5000e+01 6.8000e+01
 1.0900e+02 1.7200e+02 2.8200e+02 4.6900e+02 7.1000e+02 1.0490e+03
 1.5510e+03 2.3110e+03 3.2720e+03 4.3480e+03 5.9940e+03 7.6430e+03
 9.5450e+03 1.1433e+04 1.3625e+04 1.5622e+04 1.6933e+04 1.7858e+04
 1.8794e+04 1.8665e+04 1.8184e+04 1.7027e+04 1.5310e+04 1.3349e+04
 1.1306e+04 9.1810e+03 7.3330e+03 5.6520e+03 4.3350e+03 3.1400e+03
 2.1570e+03 1.5950e+03 1.0310e+03 6.7400e+02 4.3600e+02 2.9500e+02
 1.8100e+02 1.1500e+02 7.7000e+01 4.1000e+01 2.1000e+01 1.5000e+01
 1.2000e+01 1.1000e+01 7.0000e+00 5.0000e+00 8.0000e+00 4.0000e+00
 2.0000e+00 3.0000e+00 1.0000e+00 2.0000e+00 1.0000e+00 1.0000e+00
 1.0000e+00 1.0000e+00 2.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00
 1.0000e+00 1.0000e+00 2.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00]","[-0.17083924 -0.16681458 -0.16278991 -0.15876526 -0.1547406  -0.15071595
 -0.14669128 -0.14266662 -0.13864197 -0.13461731 -0.13059264 -0.12656799
 -0.12254333 -0.11851868 -0.11449401 -0.11046936 -0.1064447  -0.10242005
 -0.09839538 -0.09437072 -0.09034607 -0.08632141 -0.08229674 -0.07827209
 -0.07424743 -0.07022278 -0.06619811 -0.06217346 -0.0581488  -0.05412414
 -0.05009948 -0.04607482 -0.04205017 -0.03802551 -0.03400085 -0.02997619
 -0.02595153 -0.02192687 -0.01790221 -0.01387756 -0.0098529  -0.00582825
 -0.00180358  0.00222108  0.00624573  0.01027039  0.01429506  0.01831971
  0.02234437  0.02636902  0.03039367  0.03441833  0.03844298  0.04246764
  0.0464923   0.05051696  0.05454162  0.05856628  0.06259094  0.0666156
  0.07064025  0.07466491  0.07868957  0.08271423  0.08673888  0.09076355
  0.09478821  0.09881286  0.10283752  0.10686217  0.11088684  0.1149115
  0.11893615  0.12296081  0.12698548  0.13101013  0.13503478  0.13905944
  0.14308411  0.14710876  0.15113342  0.15515807  0.15918274  0.1632074
  0.16723205  0.1712567   0.17528138  0.17930603  0.18333068  0.18735534
  0.19138001  0.19540466  0.19942932  0.20345397  0.20747864  0.2115033
  0.21552795  0.2195526   0.22357728  0.22760193]",0.0040246546268463135
gpt_neox.layers.1.attention.dense.bias,142000,"[  1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   1.   0.   0.   2.   0.   0.   3.   1.   8.  21.
  91. 123. 134.  81.  26.  12.   1.   0.   0.   0.   1.   2.   1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.]","[-0.42974365 -0.4152075  -0.4006714  -0.38613525 -0.37159914 -0.357063
 -0.34252685 -0.3279907  -0.31345457 -0.29891846 -0.28438234 -0.2698462
 -0.25531006 -0.24077392 -0.22623779 -0.21170166 -0.19716552 -0.1826294
 -0.16809326 -0.15355712 -0.139021   -0.12448487 -0.10994872 -0.0954126
 -0.08087647 -0.06634033 -0.05180418 -0.03726806 -0.02273193 -0.00819579
  0.00634034  0.02087647  0.03541261  0.04994874  0.06448488  0.07902101
  0.09355712  0.10809326  0.1226294   0.13716555  0.15170169  0.1662378
  0.18077391  0.19531006  0.2098462   0.22438234  0.23891848  0.2534546
  0.2679907   0.28252685  0.297063    0.31159914  0.32613525  0.34067136
  0.3552075   0.36974365  0.3842798   0.39881593  0.41335204  0.42788815
  0.4424243   0.45696044  0.47149658  0.48603272  0.50056887  0.515105
  0.52964115  0.54417723  0.5587134   0.57324946  0.5877856   0.60232174
  0.6168579   0.631394    0.6459302   0.6604663   0.67500246  0.6895386
  0.70407474  0.7186109   0.73314697  0.7476831   0.76221925  0.77675533
  0.7912915   0.8058276   0.82036376  0.8348999   0.84943604  0.8639722
  0.8785083   0.8930445   0.90758055  0.9221167   0.93665284  0.951189
  0.96572506  0.9802612   0.99479735  1.0093335 ]",0.014536142349243164
gpt_neox.layers.1.attention.dense.bias,143000,"[  1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   1.   0.   0.   2.   0.   0.   3.   1.   8.  21.
  87. 125. 132.  84.  27.  12.   1.   0.   0.   0.   1.   1.   2.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.]","[-0.4292676  -0.41475588 -0.40024415 -0.3857324  -0.3712207  -0.356709
 -0.34219727 -0.32768553 -0.31317383 -0.29866213 -0.28415042 -0.26963866
 -0.25512695 -0.24061525 -0.22610351 -0.21159181 -0.19708008 -0.18256837
 -0.16805665 -0.15354493 -0.13903321 -0.12452149 -0.11000977 -0.09549806
 -0.08098634 -0.06647462 -0.0519629  -0.03745118 -0.02293946 -0.00842774
  0.00608398  0.0205957   0.0351074   0.04961912  0.06413084  0.07864255
  0.09315428  0.10766602  0.12217772  0.13668942  0.15120116  0.1657129
  0.1802246   0.1947363   0.20924804  0.22375977  0.23827147  0.25278318
  0.26729488  0.28180662  0.29631838  0.31083012  0.32534182  0.33985353
  0.35436523  0.36887696  0.3833887   0.3979004   0.4124121   0.42692384
  0.44143558  0.45594728  0.47045898  0.48497072  0.49948245  0.51399416
  0.52850586  0.54301757  0.5575293   0.57204103  0.58655274  0.60106444
  0.6155762   0.6300879   0.6445996   0.6591113   0.673623    0.6881348
  0.7026465   0.7171582   0.73166996  0.74618167  0.7606934   0.7752051
  0.7897168   0.80422854  0.81874025  0.83325195  0.84776366  0.8622754
  0.8767871   0.89129883  0.90581053  0.9203223   0.934834    0.9493457
  0.9638574   0.9783691   0.9928809   1.0073926 ]",0.014511704444885254
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,142000,"[1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 3.00000e+00
 1.00000e+00 0.00000e+00 0.00000e+00 4.00000e+00 0.00000e+00 2.00000e+00
 3.00000e+00 5.00000e+00 2.00000e+00 1.00000e+01 1.00000e+01 8.00000e+00
 1.30000e+01 1.20000e+01 1.80000e+01 1.40000e+01 2.70000e+01 3.80000e+01
 3.10000e+01 3.50000e+01 2.60000e+01 3.80000e+01 4.80000e+01 4.80000e+01
 5.50000e+01 8.20000e+01 1.02000e+02 1.91000e+02 3.99000e+02 1.03000e+03
 2.39200e+03 5.21800e+03 1.09450e+04 2.09850e+04 3.65830e+04 5.76060e+04
 8.36940e+04 1.10811e+05 1.30978e+05 1.37853e+05 1.29939e+05 1.08350e+05
 8.16230e+04 5.56090e+04 3.48470e+04 1.97850e+04 9.97300e+03 4.75000e+03
 2.17500e+03 9.22000e+02 4.21000e+02 1.91000e+02 1.15000e+02 8.80000e+01
 6.90000e+01 6.60000e+01 4.50000e+01 3.00000e+01 2.80000e+01 3.30000e+01
 2.30000e+01 2.50000e+01 2.50000e+01 1.80000e+01 1.80000e+01 1.40000e+01
 1.00000e+01 6.00000e+00 9.00000e+00 4.00000e+00 8.00000e+00 6.00000e+00
 3.00000e+00 3.00000e+00 4.00000e+00 3.00000e+00 3.00000e+00 2.00000e+00
 2.00000e+00 0.00000e+00 2.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00
 2.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00]","[-4.53938007e-01 -4.43845212e-01 -4.33752418e-01 -4.23659682e-01
 -4.13566887e-01 -4.03474122e-01 -3.93381357e-01 -3.83288562e-01
 -3.73195797e-01 -3.63103032e-01 -3.53010237e-01 -3.42917472e-01
 -3.32824707e-01 -3.22731942e-01 -3.12639177e-01 -3.02546382e-01
 -2.92453617e-01 -2.82360852e-01 -2.72268057e-01 -2.62175292e-01
 -2.52082527e-01 -2.41989747e-01 -2.31896967e-01 -2.21804202e-01
 -2.11711422e-01 -2.01618657e-01 -1.91525877e-01 -1.81433097e-01
 -1.71340331e-01 -1.61247566e-01 -1.51154786e-01 -1.41062006e-01
 -1.30969241e-01 -1.20876461e-01 -1.10783681e-01 -1.00690916e-01
 -9.05981511e-02 -8.05053711e-02 -7.04125911e-02 -6.03198260e-02
 -5.02270460e-02 -4.01342660e-02 -3.00415009e-02 -1.99487358e-02
 -9.85595584e-03  2.36824155e-04  1.03295892e-02  2.04223692e-02
  3.05151492e-02  4.06079143e-02  5.07006794e-02  6.07934445e-02
  7.08862245e-02  8.09790045e-02  9.10717696e-02  1.01164550e-01
  1.11257330e-01  1.21350095e-01  1.31442860e-01  1.41535640e-01
  1.51628420e-01  1.61721185e-01  1.71813965e-01  1.81906745e-01
  1.91999510e-01  2.02092275e-01  2.12185055e-01  2.22277835e-01
  2.32370600e-01  2.42463380e-01  2.52556145e-01  2.62648940e-01
  2.72741675e-01  2.82834470e-01  2.92927265e-01  3.03020000e-01
  3.13112795e-01  3.23205560e-01  3.33298326e-01  3.43391120e-01
  3.53483886e-01  3.63576651e-01  3.73669446e-01  3.83762211e-01
  3.93854976e-01  4.03947771e-01  4.14040536e-01  4.24133301e-01
  4.34226066e-01  4.44318831e-01  4.54411626e-01  4.64504391e-01
  4.74597156e-01  4.84689951e-01  4.94782716e-01  5.04875481e-01
  5.14968276e-01  5.25061011e-01  5.35153806e-01  5.45246601e-01]",0.010092765092849731
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,143000,"[1.00000e+00 1.00000e+00 2.00000e+00 0.00000e+00 0.00000e+00 3.00000e+00
 1.00000e+00 0.00000e+00 1.00000e+00 3.00000e+00 0.00000e+00 3.00000e+00
 2.00000e+00 5.00000e+00 2.00000e+00 1.10000e+01 8.00000e+00 8.00000e+00
 1.40000e+01 1.40000e+01 1.60000e+01 1.60000e+01 2.60000e+01 4.10000e+01
 2.40000e+01 3.90000e+01 2.90000e+01 3.50000e+01 4.90000e+01 4.70000e+01
 6.10000e+01 9.10000e+01 1.00000e+02 2.03000e+02 4.36000e+02 1.11200e+03
 2.54700e+03 5.60400e+03 1.15670e+04 2.21030e+04 3.82560e+04 5.98440e+04
 8.62450e+04 1.12705e+05 1.32314e+05 1.38016e+05 1.28125e+05 1.06405e+05
 7.89670e+04 5.36410e+04 3.32730e+04 1.86180e+04 9.36800e+03 4.47100e+03
 2.03000e+03 8.34000e+02 4.14000e+02 1.77000e+02 1.02000e+02 8.60000e+01
 7.10000e+01 6.50000e+01 4.30000e+01 2.90000e+01 3.00000e+01 3.00000e+01
 2.10000e+01 3.00000e+01 2.60000e+01 1.50000e+01 1.70000e+01 1.50000e+01
 7.00000e+00 9.00000e+00 8.00000e+00 3.00000e+00 9.00000e+00 6.00000e+00
 3.00000e+00 2.00000e+00 4.00000e+00 4.00000e+00 2.00000e+00 1.00000e+00
 3.00000e+00 0.00000e+00 2.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00
 2.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00]","[-0.45151368 -0.44145507 -0.43139648 -0.4213379  -0.4112793  -0.4012207
 -0.3911621  -0.38110352 -0.37104493 -0.36098632 -0.35092774 -0.34086913
 -0.33081055 -0.32075194 -0.31069335 -0.30063477 -0.29057616 -0.28051758
 -0.27045897 -0.26040038 -0.2503418  -0.24028319 -0.23022461 -0.220166
 -0.21010742 -0.20004882 -0.18999022 -0.17993164 -0.16987304 -0.15981445
 -0.14975585 -0.13969725 -0.12963867 -0.11958008 -0.10952148 -0.09946288
 -0.08940428 -0.0793457  -0.06928711 -0.05922851 -0.04916991 -0.03911132
 -0.02905273 -0.01899414 -0.00893554  0.00112306  0.01118165  0.02124025
  0.03129885  0.04135743  0.05141601  0.06147459  0.07153319  0.08159178
  0.09165038  0.10170898  0.11176758  0.12182617  0.13188475  0.14194335
  0.15200195  0.16206054  0.17211914  0.18217772  0.19223632  0.20229492
  0.21235351  0.22241211  0.23247069  0.24252929  0.25258788  0.2626465
  0.27270508  0.28276366  0.29282224  0.30288085  0.31293944  0.32299805
  0.33305663  0.34311524  0.35317382  0.3632324   0.37329102  0.3833496
  0.3934082   0.4034668   0.41352537  0.42358398  0.43364257  0.44370118
  0.45375976  0.46381837  0.47387695  0.48393553  0.49399415  0.50405276
  0.5141113   0.5241699   0.53422856  0.5442871 ]",0.010058581829071045
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,142000,"[  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   1.
   1.   0.   1.   0.   1.   0.   0.   0.   1.   1.   3.   1.   1.   2.
   3.   0.   2.   5.   1.   2.   3.   6.   1.  11.   4.   3.   4.   6.
  10.   8.   8.  10.  17.  21.  21.  28.  18.  37.  33.  37.  47.  62.
  60.  77.  62.  91.  93. 119. 115. 117. 122. 110. 112. 111.  91.  90.
  75.  56.  39.  28.  19.  10.   9.   6.   3.   0.   1.   4.   0.   0.
   1.   1.]","[-0.96433437 -0.9535501  -0.94276583 -0.9319815  -0.9211972  -0.9104129
 -0.89962864 -0.8888443  -0.87806    -0.8672757  -0.8564914  -0.84570706
 -0.8349228  -0.8241385  -0.8133542  -0.80256987 -0.7917856  -0.78100127
 -0.77021694 -0.7594327  -0.7486484  -0.7378641  -0.72707975 -0.7162955
 -0.70551115 -0.6947269  -0.68394256 -0.6731583  -0.66237396 -0.65158963
 -0.64080536 -0.63002104 -0.61923677 -0.60845244 -0.5976682  -0.58688384
 -0.5760995  -0.56531525 -0.5545309  -0.54374665 -0.5329623  -0.52217805
 -0.5113937  -0.5006094  -0.48982513 -0.4790408  -0.46825653 -0.45747223
 -0.4466879  -0.4359036  -0.42511934 -0.41433504 -0.4035507  -0.39276642
 -0.38198215 -0.37119782 -0.36041352 -0.34962922 -0.3388449  -0.32806063
 -0.3172763  -0.30649203 -0.2957077  -0.2849234  -0.2741391  -0.26335478
 -0.2525705  -0.2417862  -0.2310019  -0.2202176  -0.2094333  -0.198649
 -0.18786469 -0.17708038 -0.16629608 -0.15551178 -0.14472748 -0.13394319
 -0.12315888 -0.11237457 -0.10159028 -0.09080597 -0.08002166 -0.06923737
 -0.05845307 -0.04766877 -0.03688446 -0.02610016 -0.01531586 -0.00453156
  0.00625275  0.01703705  0.02782135  0.03860565  0.04938995  0.06017426
  0.07095855  0.08174285  0.09252717  0.10331146]",0.010784327983856201
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,143000,"[  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   0.   0.   0.   0.   1.   0.   1.   0.   0.   0.   0.   1.
   1.   0.   1.   0.   1.   0.   0.   0.   1.   1.   3.   1.   1.   2.
   3.   0.   2.   5.   1.   2.   3.   6.   1.  11.   4.   3.   4.   6.
  12.   6.   8.  14.  13.  24.  21.  25.  17.  39.  34.  35.  50.  62.
  58.  78.  63.  87.  94. 121. 116. 122. 120. 108. 110. 115.  88.  90.
  74.  55.  40.  26.  19.  10.  10.   6.   2.   0.   1.   4.   0.   0.
   1.   1.]","[-0.9653027  -0.954502   -0.94370115 -0.9329004  -0.9220996  -0.9112989
 -0.90049803 -0.8896973  -0.8788965  -0.86809576 -0.8572949  -0.84649414
 -0.83569336 -0.8248925  -0.8140918  -0.80329096 -0.79249024 -0.7816894
 -0.7708887  -0.76008785 -0.7492871  -0.7384863  -0.7276856  -0.71688473
 -0.706084   -0.6952832  -0.68448246 -0.6736816  -0.66288084 -0.65208006
 -0.6412793  -0.6304785  -0.6196777  -0.60887694 -0.59807616 -0.5872754
 -0.5764746  -0.5656738  -0.554873   -0.5440723  -0.53327143 -0.5224707
 -0.5116699  -0.50086915 -0.49006835 -0.47926757 -0.4684668  -0.457666
 -0.44686523 -0.43606445 -0.42526367 -0.4144629  -0.40366212 -0.39286134
 -0.38206056 -0.37125978 -0.360459   -0.34965822 -0.33885744 -0.32805666
 -0.31725588 -0.3064551  -0.2956543  -0.28485352 -0.27405274 -0.26325196
 -0.25245118 -0.2416504  -0.23084962 -0.22004884 -0.20924807 -0.19844729
 -0.18764651 -0.17684571 -0.16604492 -0.15524414 -0.14444336 -0.13364258
 -0.12284181 -0.11204103 -0.10124025 -0.09043946 -0.07963867 -0.0688379
 -0.05803712 -0.04723634 -0.03643555 -0.02563477 -0.01483399 -0.00403321
  0.00676757  0.01756836  0.02836914  0.03916992  0.0499707   0.06077148
  0.07157226  0.08237305  0.09317383  0.10397461]",0.010800778865814209
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,142000,"[1.00000e+00 0.00000e+00 2.00000e+00 2.00000e+00 0.00000e+00 0.00000e+00
 3.00000e+00 1.00000e+00 2.00000e+00 3.00000e+00 2.00000e+00 7.00000e+00
 1.20000e+01 1.10000e+01 1.80000e+01 3.10000e+01 4.80000e+01 4.20000e+01
 7.10000e+01 1.20000e+02 1.72000e+02 4.35000e+02 2.11600e+03 1.44320e+04
 7.29950e+04 2.11968e+05 3.30548e+05 2.68102e+05 1.14678e+05 2.73040e+04
 4.13600e+03 7.16000e+02 2.06000e+02 1.10000e+02 6.90000e+01 6.10000e+01
 4.20000e+01 3.20000e+01 1.60000e+01 1.00000e+01 9.00000e+00 8.00000e+00
 6.00000e+00 6.00000e+00 2.00000e+00 3.00000e+00 1.00000e+00 3.00000e+00
 0.00000e+00 1.00000e+00 1.00000e+00 3.00000e+00 1.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00
 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 2.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00]","[-0.42331177 -0.40714234 -0.3909729  -0.37480348 -0.35863402 -0.3424646
 -0.32629517 -0.3101257  -0.29395628 -0.27778685 -0.26161742 -0.245448
 -0.22927856 -0.21310912 -0.19693968 -0.18077025 -0.16460082 -0.14843139
 -0.13226195 -0.1160925  -0.09992307 -0.08375365 -0.06758422 -0.05141479
 -0.03524534 -0.0190759  -0.00290647  0.01326296  0.02943239  0.04560183
  0.06177127  0.0779407   0.09411013  0.11027956  0.12644899  0.14261842
  0.15878785  0.1749573   0.19112676  0.2072962   0.22346562  0.23963505
  0.25580448  0.2719739   0.28814334  0.30431277  0.3204822   0.33665162
  0.35282108  0.36899048  0.38515985  0.4013293   0.41749877  0.4336682
  0.44983763  0.46600705  0.48217648  0.4983459   0.51451534  0.53068477
  0.5468542   0.5630236   0.5791931   0.59536254  0.611532    0.6277014
  0.64387083  0.66004026  0.6762097   0.6923791   0.70854855  0.72471803
  0.74088746  0.7570569   0.7732263   0.78939575  0.8055652   0.8217346
  0.83790404  0.85407346  0.8702429   0.8864123   0.90258175  0.9187512
  0.9349206   0.9510901   0.9672595   0.98342896  0.9995984   1.0157678
  1.0319374   1.0481067   1.0642762   1.0804455   1.0966151   1.1127844
  1.1289539   1.1451232   1.1612928   1.1774621 ]",0.016169428825378418
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,143000,"[1.00000e+00 0.00000e+00 2.00000e+00 2.00000e+00 0.00000e+00 0.00000e+00
 3.00000e+00 1.00000e+00 2.00000e+00 3.00000e+00 3.00000e+00 7.00000e+00
 1.20000e+01 1.00000e+01 1.90000e+01 3.10000e+01 4.60000e+01 4.30000e+01
 6.90000e+01 1.23000e+02 1.80000e+02 4.40000e+02 2.12300e+03 1.45080e+04
 7.28240e+04 2.11886e+05 3.29564e+05 2.68161e+05 1.15412e+05 2.75250e+04
 4.25500e+03 7.12000e+02 2.13000e+02 1.08000e+02 7.40000e+01 6.10000e+01
 4.10000e+01 3.40000e+01 1.70000e+01 8.00000e+00 1.00000e+01 8.00000e+00
 5.00000e+00 7.00000e+00 2.00000e+00 3.00000e+00 2.00000e+00 2.00000e+00
 0.00000e+00 0.00000e+00 2.00000e+00 3.00000e+00 1.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00
 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00]","[-0.42091674 -0.4048401  -0.38876343 -0.37268674 -0.35661012 -0.34053344
 -0.3244568  -0.30838013 -0.29230347 -0.27622682 -0.26015013 -0.2440735
 -0.22799683 -0.21192017 -0.19584352 -0.17976685 -0.1636902  -0.14761354
 -0.13153687 -0.1154602  -0.09938355 -0.08330689 -0.06723024 -0.05115359
 -0.03507692 -0.01900025 -0.00292359  0.01315306  0.02922972  0.04530638
  0.06138305  0.07745971  0.09353638  0.10961303  0.12568969  0.14176634
  0.157843    0.17391968  0.18999633  0.20607299  0.22214964  0.2382263
  0.25430298  0.27037963  0.2864563   0.30253294  0.3186096   0.33468625
  0.3507629   0.3668396   0.38291627  0.39899296  0.4150696   0.43114626
  0.44722292  0.46329957  0.47937623  0.49545288  0.51152956  0.52760625
  0.5436829   0.5597595   0.5758362   0.59191287  0.60798955  0.6240662
  0.6401428   0.6562195   0.67229617  0.6883728   0.7044495   0.72052616
  0.7366028   0.75267947  0.7687561   0.7848328   0.80090946  0.8169861
  0.83306277  0.8491394   0.8652161   0.88129276  0.8973694   0.91344607
  0.9295227   0.9455994   0.961676    0.9777527   0.99382937  1.009906
  1.0259826   1.0420594   1.058136    1.0742126   1.0902894   1.1063659
  1.1224427   1.1385193   1.1545959   1.1706727 ]",0.016076654195785522
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,142000,"[  1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   1.   0.   0.   2.   0.   0.   3.   1.   8.  21.
  91. 123. 134.  81.  26.  12.   1.   0.   0.   0.   1.   2.   1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.]","[-0.42974365 -0.4152075  -0.4006714  -0.38613525 -0.37159914 -0.357063
 -0.34252685 -0.3279907  -0.31345457 -0.29891846 -0.28438234 -0.2698462
 -0.25531006 -0.24077392 -0.22623779 -0.21170166 -0.19716552 -0.1826294
 -0.16809326 -0.15355712 -0.139021   -0.12448487 -0.10994872 -0.0954126
 -0.08087647 -0.06634033 -0.05180418 -0.03726806 -0.02273193 -0.00819579
  0.00634034  0.02087647  0.03541261  0.04994874  0.06448488  0.07902101
  0.09355712  0.10809326  0.1226294   0.13716555  0.15170169  0.1662378
  0.18077391  0.19531006  0.2098462   0.22438234  0.23891848  0.2534546
  0.2679907   0.28252685  0.297063    0.31159914  0.32613525  0.34067136
  0.3552075   0.36974365  0.3842798   0.39881593  0.41335204  0.42788815
  0.4424243   0.45696044  0.47149658  0.48603272  0.50056887  0.515105
  0.52964115  0.54417723  0.5587134   0.57324946  0.5877856   0.60232174
  0.6168579   0.631394    0.6459302   0.6604663   0.67500246  0.6895386
  0.70407474  0.7186109   0.73314697  0.7476831   0.76221925  0.77675533
  0.7912915   0.8058276   0.82036376  0.8348999   0.84943604  0.8639722
  0.8785083   0.8930445   0.90758055  0.9221167   0.93665284  0.951189
  0.96572506  0.9802612   0.99479735  1.0093335 ]",0.014536142349243164
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,143000,"[  1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   1.   0.   0.   2.   0.   0.   3.   1.   8.  21.
  87. 125. 132.  84.  27.  12.   1.   0.   0.   0.   1.   1.   2.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.]","[-0.4292676  -0.41475588 -0.40024415 -0.3857324  -0.3712207  -0.356709
 -0.34219727 -0.32768553 -0.31317383 -0.29866213 -0.28415042 -0.26963866
 -0.25512695 -0.24061525 -0.22610351 -0.21159181 -0.19708008 -0.18256837
 -0.16805665 -0.15354493 -0.13903321 -0.12452149 -0.11000977 -0.09549806
 -0.08098634 -0.06647462 -0.0519629  -0.03745118 -0.02293946 -0.00842774
  0.00608398  0.0205957   0.0351074   0.04961912  0.06413084  0.07864255
  0.09315428  0.10766602  0.12217772  0.13668942  0.15120116  0.1657129
  0.1802246   0.1947363   0.20924804  0.22375977  0.23827147  0.25278318
  0.26729488  0.28180662  0.29631838  0.31083012  0.32534182  0.33985353
  0.35436523  0.36887696  0.3833887   0.3979004   0.4124121   0.42692384
  0.44143558  0.45594728  0.47045898  0.48497072  0.49948245  0.51399416
  0.52850586  0.54301757  0.5575293   0.57204103  0.58655274  0.60106444
  0.6155762   0.6300879   0.6445996   0.6591113   0.673623    0.6881348
  0.7026465   0.7171582   0.73166996  0.74618167  0.7606934   0.7752051
  0.7897168   0.80422854  0.81874025  0.83325195  0.84776366  0.8622754
  0.8767871   0.89129883  0.90581053  0.9203223   0.934834    0.9493457
  0.9638574   0.9783691   0.9928809   1.0073926 ]",0.014511704444885254
