parameter,step,step_next,cos_sim,l1_change,l2_change,realtive_change,mean_squared_change,max_abs_change
gpt_neox.layers.4.post_attention_layernorm.weight,117000,118000,0.9999995,1.0087890625,0.0529959499835968,0.0015972773544490337,5.4854899644851685e-06,0.0068359375
gpt_neox.layers.4.post_attention_layernorm.bias,117000,118000,0.9999938,0.5699355602264404,0.030942395329475403,0.005204504821449518,1.8699839756664005e-06,0.00390625
gpt_neox.layers.4.attention.query_key_value.weight,117000,118000,0.99996537,916.8976440429688,1.794785976409912,0.009283345192670822,4.0964014260680415e-06,0.021484375
gpt_neox.layers.4.attention.query_key_value.bias,117000,118000,0.9999999,30.72186851501465,1.5563069581985474,0.0019576328340917826,0.0015768827870488167,0.09375
gpt_neox.layers.4.attention.dense.weight,117000,118000,0.9967906,292.7755432128906,0.7304051518440247,0.08103428781032562,2.0350839804450516e-06,0.010904312133789062
gpt_neox.layers.4.attention.dense.bias,117000,118000,0.9999978,0.11340063810348511,0.007505203131586313,0.0032091985922306776,1.1001576893931997e-07,0.00390625
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,117000,118000,0.9990511,1127.6240234375,1.435601830482483,0.04386620968580246,1.9653716663015075e-06,0.008928298950195312
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,117000,118000,0.99999493,0.8979657292366028,0.026460979133844376,0.003239176468923688,3.4188644804089563e-07,0.004638671875
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,117000,118000,0.9995258,858.212158203125,1.0901069641113281,0.031148968264460564,1.1333289648973732e-06,0.0142822265625
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,117000,118000,0.9999978,0.11340063810348511,0.007505203131586313,0.0032091985922306776,1.1001576893931997e-07,0.00390625
gpt_neox.layers.5.input_layernorm.weight,117000,118000,0.9999996,3.64892578125,0.24195949733257294,0.0039616054855287075,0.0001143445260822773,0.078125
gpt_neox.layers.5.input_layernorm.bias,117000,118000,0.9999859,1.106750249862671,0.0853564590215683,0.010450106114149094,1.4229932276066393e-05,0.025390625
gpt_neox.layers.5.post_attention_layernorm.weight,117000,118000,0.9999998,1.515625,0.0716560035943985,0.002075208118185401,1.0028481483459473e-05,0.005859375
gpt_neox.layers.5.post_attention_layernorm.bias,117000,118000,0.9999949,0.35991907119750977,0.01978331245481968,0.003390334313735366,7.644129595973936e-07,0.003173828125
gpt_neox.layers.5.attention.query_key_value.weight,117000,118000,0.9999201,913.8281860351562,1.6390186548233032,0.012967598624527454,3.41615782417648e-06,0.021728515625
gpt_neox.layers.5.attention.query_key_value.bias,117000,118000,1.0,27.50021743774414,1.3569945096969604,0.0013036601012572646,0.0011988505721092224,0.09375
gpt_neox.layers.5.attention.dense.weight,117000,118000,0.9976623,258.51318359375,0.6540138721466064,0.06899624317884445,1.6316726032528095e-06,0.0072689056396484375
gpt_neox.layers.5.attention.dense.bias,117000,118000,0.9999961,0.09874999523162842,0.005279089789837599,0.0028206007555127144,5.443123285431284e-08,0.000701904296875
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,117000,118000,0.9992271,1006.4924926757812,1.271131157875061,0.03950081765651703,1.5408625131385634e-06,0.007879257202148438
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,117000,118000,0.9999962,0.7266571521759033,0.022314518690109253,0.002841649344190955,2.4313368385264766e-07,0.00390625
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,117000,118000,0.9996845,799.9024047851562,1.012467622756958,0.025374719873070717,9.77728404905065e-07,0.01513671875
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,117000,118000,0.9999961,0.09874999523162842,0.005279089789837599,0.0028206007555127144,5.443123285431284e-08,0.000701904296875
gpt_neox.final_layer_norm.weight,117000,118000,0.999999,47.3359375,2.100538492202759,0.010063659399747849,0.008617699146270752,0.1015625
gpt_neox.final_layer_norm.bias,117000,118000,0.9999784,45.39259338378906,2.0431909561157227,0.018417896702885628,0.008153572678565979,0.1015625
embed_out.weight,117000,118000,0.9999288,37963.2890625,8.124683380126953,0.0178241990506649,2.5517497306282166e-06,0.0135345458984375
all_parameters,117000,118000,0.9999428,118253.7890625,17.957735061645508,0.011099780909717083,4.668322162615368e-06,0.1015625
gpt_neox.embed_in.weight,108000,118000,0.97884727,165406.453125,41.214134216308594,0.22544601559638977,6.611213757423684e-05,0.0493927001953125
gpt_neox.layers.0.input_layernorm.weight,108000,118000,0.99998444,11.7275390625,0.5305750370025635,0.025265514850616455,0.0005498239770531654,0.03369140625
gpt_neox.layers.0.input_layernorm.bias,108000,118000,0.99996626,1.5340240001678467,0.0913698598742485,0.014227796345949173,1.6305568351526745e-05,0.0224609375
gpt_neox.layers.0.post_attention_layernorm.weight,108000,118000,0.99998623,5.530029296875,0.25192368030548096,0.022240621969103813,0.00012395612429827452,0.048828125
gpt_neox.layers.0.post_attention_layernorm.bias,108000,118000,0.9985794,1.2223832607269287,0.08796726167201996,0.06873968988656998,1.511374648544006e-05,0.0380859375
gpt_neox.layers.0.attention.query_key_value.weight,108000,118000,0.99402124,2798.077880859375,4.079074382781982,0.11924681067466736,2.115636925736908e-05,0.028472900390625
gpt_neox.layers.0.attention.query_key_value.bias,108000,118000,0.9999929,9.922667503356934,0.5584825277328491,0.007251146715134382,0.00020306168880779296,0.140625
gpt_neox.layers.0.attention.dense.weight,108000,118000,0.9908179,731.4332885742188,1.8243238925933838,0.15257905423641205,1.2695696568698622e-05,0.02880859375
gpt_neox.layers.0.attention.dense.bias,108000,118000,0.99978936,0.9879900217056274,0.07596328854560852,0.029707791283726692,1.1270354661974125e-05,0.03125
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,108000,118000,0.9944461,3498.12451171875,4.315893173217773,0.12207947671413422,1.776276076270733e-05,0.023345947265625
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,108000,118000,0.99965495,5.062941551208496,0.1479937732219696,0.02919052354991436,1.0694414413592312e-05,0.0186767578125
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,108000,118000,0.99343216,2427.923828125,2.9836175441741943,0.13072308897972107,8.488943421980366e-06,0.0244140625
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,108000,118000,0.99978936,0.9879900217056274,0.07596328854560852,0.029707791283726692,1.1270354661974125e-05,0.03125
gpt_neox.layers.1.input_layernorm.weight,108000,118000,0.9999906,10.6201171875,0.48010289669036865,0.018243176862597466,0.0004501929506659508,0.03125
gpt_neox.layers.1.input_layernorm.bias,108000,118000,0.99980533,0.9515061974525452,0.055235330015420914,0.024211866781115532,5.9588701333268546e-06,0.0126953125
gpt_neox.layers.1.post_attention_layernorm.weight,108000,118000,0.9999947,5.0361328125,0.23847028613090515,0.008153804577887058,0.00011107046157121658,0.021484375
gpt_neox.layers.1.post_attention_layernorm.bias,108000,118000,0.9998672,1.396845817565918,0.07732095569372177,0.022758090868592262,1.1676817848638166e-05,0.011474609375
gpt_neox.layers.1.attention.query_key_value.weight,108000,118000,0.993051,3055.414306640625,4.457618713378906,0.12943561375141144,2.5265106160077266e-05,0.03656005859375
gpt_neox.layers.1.attention.query_key_value.bias,108000,118000,0.9999915,18.527891159057617,1.1786136627197266,0.008917367085814476,0.0009043817408382893,0.3125
gpt_neox.layers.1.attention.dense.weight,108000,118000,0.99151284,787.9065551757812,1.9454087018966675,0.14855457842350006,1.4436946003115736e-05,0.0225830078125
gpt_neox.layers.1.attention.dense.bias,108000,118000,0.99969846,0.6894330978393555,0.046340685337781906,0.03248103708028793,4.194256234768545e-06,0.0205078125
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,108000,118000,0.99309164,3900.109619140625,4.818025588989258,0.1331617683172226,2.2136440747999586e-05,0.03955078125
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,108000,118000,0.9999802,2.9551563262939453,0.0862918272614479,0.01044575497508049,3.6358787838253193e-06,0.0126953125
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,108000,118000,0.98762655,3203.9921875,3.9345974922180176,0.16804686188697815,1.476312809245428e-05,0.03271484375
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,108000,118000,0.99969846,0.6894330978393555,0.046340685337781906,0.03248103708028793,4.194256234768545e-06,0.0205078125
gpt_neox.layers.2.input_layernorm.weight,108000,118000,0.99999154,7.27294921875,0.3336704969406128,0.01393058616667986,0.00021745311096310616,0.0244140625
gpt_neox.layers.2.input_layernorm.bias,108000,118000,0.99988216,1.203230381011963,0.07345562428236008,0.0274908859282732,1.0538533388171345e-05,0.0244140625
gpt_neox.layers.2.post_attention_layernorm.weight,108000,118000,0.9999928,2.07861328125,0.1135975569486618,0.0046761780977249146,2.5203917175531387e-05,0.017578125
gpt_neox.layers.2.post_attention_layernorm.bias,108000,118000,0.99986506,1.1194573640823364,0.06484712660312653,0.018914146348834038,8.213183718908112e-06,0.01611328125
gpt_neox.layers.2.attention.query_key_value.weight,108000,118000,0.9890812,3399.5029296875,4.964992523193359,0.1581505537033081,3.134392682113685e-05,0.0334320068359375
gpt_neox.layers.2.attention.query_key_value.bias,108000,118000,0.99998456,24.56719970703125,1.68100905418396,0.009745897725224495,0.0018397081876173615,0.46875
gpt_neox.layers.2.attention.dense.weight,108000,118000,0.9941254,776.2799072265625,1.927756428718567,0.1254299134016037,1.417621569999028e-05,0.020263671875
gpt_neox.layers.2.attention.dense.bias,108000,118000,0.999648,0.654313862323761,0.040878769010305405,0.02873520366847515,3.2638158700137865e-06,0.0146484375
gpt_neox.layers.2.mlp.dense_h_to_4h.weight,108000,118000,0.99290913,4005.226806640625,5.048660755157471,0.13438498973846436,2.4306409613927826e-05,0.091796875
gpt_neox.layers.2.mlp.dense_h_to_4h.bias,108000,118000,0.9999737,3.320491313934326,0.1080242171883583,0.011217084713280201,5.697867436538218e-06,0.02734375
gpt_neox.layers.2.mlp.dense_4h_to_h.weight,108000,118000,0.98785293,3356.751220703125,4.132302761077881,0.16625282168388367,1.628401514608413e-05,0.031982421875
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,108000,118000,0.999648,0.654313862323761,0.040878769010305405,0.02873520366847515,3.2638158700137865e-06,0.0146484375
gpt_neox.layers.3.input_layernorm.weight,108000,118000,0.999975,6.37841796875,0.40064629912376404,0.010536819696426392,0.0003135106526315212,0.072265625
gpt_neox.layers.3.input_layernorm.bias,108000,118000,0.99994916,4.537895202636719,0.23445048928260803,0.022473469376564026,0.00010735748219303787,0.0224609375
gpt_neox.layers.3.post_attention_layernorm.weight,108000,118000,0.9999943,7.38037109375,0.34079617261886597,0.011992206797003746,0.00022683991119265556,0.02734375
gpt_neox.layers.3.post_attention_layernorm.bias,108000,118000,0.9995818,2.844597578048706,0.15427280962467194,0.03314923495054245,4.648457979783416e-05,0.0234375
gpt_neox.layers.3.attention.query_key_value.weight,108000,118000,0.99880755,3074.209228515625,5.774372100830078,0.06095387041568756,4.2398478399263695e-05,0.0869140625
gpt_neox.layers.3.attention.query_key_value.bias,108000,118000,0.9999825,189.57852172851562,11.224123001098633,0.014704637229442596,0.08201884478330612,1.125
gpt_neox.layers.3.attention.dense.weight,108000,118000,0.995484,857.2064208984375,2.1645705699920654,0.10614337772130966,1.7873020624392666e-05,0.0565185546875
gpt_neox.layers.3.attention.dense.bias,108000,118000,0.9997626,0.6116988658905029,0.04041058197617531,0.02366676554083824,3.1894826406642096e-06,0.02197265625
gpt_neox.layers.3.mlp.dense_h_to_4h.weight,108000,118000,0.99377733,3403.13525390625,4.242344856262207,0.12509484589099884,1.7162612493848428e-05,0.028717041015625
gpt_neox.layers.3.mlp.dense_h_to_4h.bias,108000,118000,0.9998864,5.355770587921143,0.15414974093437195,0.01806059293448925,1.1602606718952302e-05,0.016357421875
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,108000,118000,0.992568,3180.894287109375,4.012626647949219,0.131745383143425,1.5354398783529177e-05,0.0787353515625
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,108000,118000,0.9997626,0.6116988658905029,0.04041058197617531,0.02366676554083824,3.1894826406642096e-06,0.02197265625
gpt_neox.layers.4.input_layernorm.weight,108000,118000,0.9999749,23.55908203125,1.2403779029846191,0.022482585161924362,0.003004955593496561,0.16015625
gpt_neox.layers.4.input_layernorm.bias,108000,118000,0.99863374,34.438270568847656,1.8328328132629395,0.125599667429924,0.006561086978763342,0.27734375
gpt_neox.layers.4.post_attention_layernorm.weight,108000,118000,0.9999886,12.837890625,0.5955125689506531,0.017948517575860023,0.0006926469504833221,0.072265625
gpt_neox.layers.4.post_attention_layernorm.bias,108000,118000,0.9991735,6.755032539367676,0.36694982647895813,0.06172088906168938,0.00026299251476302743,0.04638671875
gpt_neox.layers.4.attention.query_key_value.weight,108000,118000,0.99780524,5929.240234375,15.63550853729248,0.08087305724620819,0.0003108996606897563,0.2158203125
gpt_neox.layers.4.attention.query_key_value.bias,108000,118000,0.99997896,376.01568603515625,18.887123107910156,0.023757556453347206,0.23224188387393951,1.09375
gpt_neox.layers.4.attention.dense.weight,108000,118000,0.9904078,621.4706420898438,1.5723930597305298,0.17444805800914764,9.431321814190596e-06,0.04052734375
gpt_neox.layers.4.attention.dense.bias,108000,118000,0.9997625,1.1396605968475342,0.07792256027460098,0.03331941366195679,1.185922883450985e-05,0.0439453125
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,108000,118000,0.99534726,2832.229248046875,3.5476608276367188,0.10840222984552383,1.2001993127341848e-05,0.0364990234375
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,108000,118000,0.999539,8.310084342956543,0.2507174015045166,0.030691150575876236,3.069297599722631e-05,0.0458984375
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,108000,118000,0.99572355,2852.609619140625,3.6678102016448975,0.1048048585653305,1.2828806575271301e-05,0.1138916015625
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,108000,118000,0.9997625,1.1396605968475342,0.07792256027460098,0.03331941366195679,1.185922883450985e-05,0.0439453125
gpt_neox.layers.5.input_layernorm.weight,108000,118000,0.999944,35.70654296875,2.5083084106445312,0.041068561375141144,0.012288304045796394,0.78125
gpt_neox.layers.5.input_layernorm.bias,108000,118000,0.998622,10.152535438537598,0.7819775938987732,0.09573673456907272,0.0011943145655095577,0.244140625
gpt_neox.layers.5.post_attention_layernorm.weight,108000,118000,0.99998844,14.17333984375,0.6522167325019836,0.018888654187321663,0.0008308333344757557,0.06640625
gpt_neox.layers.5.post_attention_layernorm.bias,108000,118000,0.9994836,3.639890670776367,0.20095503330230713,0.034438356757164,7.88729012128897e-05,0.030029296875
gpt_neox.layers.5.attention.query_key_value.weight,108000,118000,0.9970922,4650.2978515625,9.88939380645752,0.0782429650425911,0.0001243662991328165,0.1865234375
gpt_neox.layers.5.attention.query_key_value.bias,108000,118000,0.9999978,316.0532531738281,15.51537799835205,0.014905571937561035,0.156723290681839,0.96875
gpt_neox.layers.5.attention.dense.weight,108000,118000,0.99339664,528.207275390625,1.3186755180358887,0.13911579549312592,6.6332445385342e-06,0.0413818359375
gpt_neox.layers.5.attention.dense.bias,108000,118000,0.9994914,1.1311949491500854,0.06042568385601044,0.03228524699807167,7.13137342245318e-06,0.0120849609375
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,108000,118000,0.9958732,2573.53173828125,3.2509899139404297,0.10102557390928268,1.0078523700940423e-05,0.05181884765625
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,108000,118000,0.99960685,7.071707248687744,0.22484304010868073,0.02863270603120327,2.468476668582298e-05,0.0537109375
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,108000,118000,0.99657667,2860.174072265625,3.6877787113189697,0.09242404252290726,1.2968836017535068e-05,0.2108154296875
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,108000,118000,0.9994914,1.1311949491500854,0.06042568385601044,0.03228524699807167,7.13137342245318e-06,0.0120849609375
gpt_neox.final_layer_norm.weight,108000,118000,0.9998615,541.8515625,24.09171485900879,0.11542317271232605,1.1336147785186768,1.1640625
gpt_neox.final_layer_norm.bias,108000,118000,0.99657416,512.5030517578125,23.236804962158203,0.20946308970451355,1.0545880794525146,1.1640625
embed_out.weight,108000,118000,0.99280983,391548.71875,79.92705535888672,0.17534661293029785,0.0002480682742316276,0.065826416015625
all_parameters,108000,118000,0.9983609,624400.0625,102.78694915771484,0.06525714695453644,0.00015056770644150674,1.1640625
gpt_neox.embed_in.weight,118000,119000,0.99709845,56227.9921875,13.933393478393555,0.0767025575041771,7.5546813604887575e-06,0.015533447265625
gpt_neox.layers.0.input_layernorm.weight,118000,119000,0.9999987,1.203125,0.06214805692434311,0.0029522166587412357,7.543712854385376e-06,0.00732421875
gpt_neox.layers.0.input_layernorm.bias,118000,119000,0.9999993,0.18303394317626953,0.010632233694195747,0.001653705956414342,2.2078984329709783e-07,0.001953125
gpt_neox.layers.0.post_attention_layernorm.weight,118000,119000,0.9999964,0.79931640625,0.04276017099618912,0.003764944849535823,3.5711564123630524e-06,0.005859375
gpt_neox.layers.0.post_attention_layernorm.bias,118000,119000,0.9999634,0.20425093173980713,0.01150438655167818,0.00896505732089281,2.5849786311482603e-07,0.001953125
gpt_neox.layers.0.attention.query_key_value.weight,118000,119000,0.9986768,1222.399169921875,1.7607911825180054,0.05165621638298035,3.942325747630093e-06,0.010715484619140625
gpt_neox.layers.0.attention.query_key_value.bias,118000,119000,0.99999976,1.323972463607788,0.06492260098457336,0.0008424249826930463,2.7441046768217348e-06,0.015625
gpt_neox.layers.0.attention.dense.weight,118000,119000,0.9971178,365.13653564453125,0.9075172543525696,0.07629048824310303,3.14175417770457e-06,0.009796142578125
gpt_neox.layers.0.attention.dense.bias,118000,119000,0.99999696,0.12150537967681885,0.008601588197052479,0.0033717025071382523,1.4450648677666322e-07,0.00390625
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,118000,119000,0.9985833,1530.12451171875,1.8848294019699097,0.05356534570455551,3.3878995964187197e-06,0.009765625
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,118000,119000,0.99998236,1.0557280778884888,0.03050374984741211,0.006011337041854858,4.54335349786561e-07,0.0029296875
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,118000,119000,0.9981235,1138.8427734375,1.39930260181427,0.06160753592848778,1.86717124961433e-06,0.007232666015625
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,118000,119000,0.99999696,0.12150537967681885,0.008601588197052479,0.0033717025071382523,1.4450648677666322e-07,0.00390625
gpt_neox.layers.1.input_layernorm.weight,118000,119000,0.99999905,1.10302734375,0.0585835762321949,0.002222340786829591,6.703194230794907e-06,0.0087890625
gpt_neox.layers.1.input_layernorm.bias,118000,119000,0.99999595,0.12974190711975098,0.007304568774998188,0.003197323763743043,1.0421235430158049e-07,0.00146484375
gpt_neox.layers.1.post_attention_layernorm.weight,118000,119000,0.99999917,0.77685546875,0.04324253648519516,0.001477499376051128,3.652181476354599e-06,0.0068359375
gpt_neox.layers.1.post_attention_layernorm.bias,118000,119000,0.9999955,0.1987532377243042,0.011413549073040485,0.003354463027790189,2.5443185336371243e-07,0.002197265625
gpt_neox.layers.1.attention.query_key_value.weight,118000,119000,0.9986382,1249.6041259765625,1.7993676662445068,0.05246810242533684,4.116960099054268e-06,0.01092529296875
gpt_neox.layers.1.attention.query_key_value.bias,118000,119000,0.9999999,1.8263558149337769,0.10564962774515152,0.0007988553261384368,7.266825832630275e-06,0.03125
gpt_neox.layers.1.attention.dense.weight,118000,119000,0.9974508,378.04443359375,0.9351673722267151,0.0717933401465416,3.3361357054673135e-06,0.00952911376953125
gpt_neox.layers.1.attention.dense.bias,118000,119000,0.9999934,0.09942996501922607,0.005981035530567169,0.0042006634175777435,6.986871881053958e-08,0.001953125
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,118000,119000,0.9983457,1692.928466796875,2.083986520767212,0.05788952112197876,4.141608769714367e-06,0.01050567626953125
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,118000,119000,0.9999956,0.8792171478271484,0.025032568722963333,0.0030282011721283197,3.059714401842939e-07,0.002197265625
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,118000,119000,0.9970892,1455.496826171875,1.7856309413909912,0.0766075849533081,3.0405487905227346e-06,0.00885009765625
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,118000,119000,0.9999934,0.09942996501922607,0.005981035530567169,0.0042006634175777435,6.986871881053958e-08,0.001953125
gpt_neox.layers.2.input_layernorm.weight,118000,119000,0.99999875,0.8310546875,0.047133684158325195,0.001965442206710577,4.339031875133514e-06,0.00634765625
gpt_neox.layers.2.input_layernorm.bias,118000,119000,0.99999756,0.13290143013000488,0.00778408395126462,0.0029076470527797937,1.1834367796836887e-07,0.001953125
gpt_neox.layers.2.post_attention_layernorm.weight,118000,119000,0.99999875,0.73681640625,0.0410127192735672,0.0016876141307875514,3.2852403819561005e-06,0.0048828125
gpt_neox.layers.2.post_attention_layernorm.bias,118000,119000,0.9999957,0.18313634395599365,0.010270393453538418,0.0029937447980046272,2.0601756034466234e-07,0.00177001953125
gpt_neox.layers.2.attention.query_key_value.weight,118000,119000,0.9980927,1343.7252197265625,1.9392608404159546,0.062026966363191605,4.781932148034684e-06,0.0120391845703125
gpt_neox.layers.2.attention.query_key_value.bias,118000,119000,0.99999976,2.2233006954193115,0.13885796070098877,0.0008046133443713188,1.2553083251987118e-05,0.046875
gpt_neox.layers.2.attention.dense.weight,118000,119000,0.9984056,350.73944091796875,0.8692682981491089,0.056850746273994446,2.882543867599452e-06,0.009258270263671875
gpt_neox.layers.2.attention.dense.bias,118000,119000,0.99999493,0.08185058832168579,0.004723477642983198,0.003323692362755537,4.3576640962328383e-08,0.00146484375
gpt_neox.layers.2.mlp.dense_h_to_4h.weight,118000,119000,0.99846375,1691.0272216796875,2.0858569145202637,0.05579964816570282,4.149024789512623e-06,0.013671875
gpt_neox.layers.2.mlp.dense_h_to_4h.bias,118000,119000,0.99999696,0.8724606037139893,0.025647088885307312,0.0026610195636749268,3.21178305284775e-07,0.00390625
gpt_neox.layers.2.mlp.dense_4h_to_h.weight,118000,119000,0.9975288,1418.3179931640625,1.7469452619552612,0.070582814514637,2.9102347980369814e-06,0.010555267333984375
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,118000,119000,0.99999493,0.08185058832168579,0.004723477642983198,0.003323692362755537,4.3576640962328383e-08,0.00146484375
gpt_neox.layers.3.input_layernorm.weight,118000,119000,0.99999976,0.63037109375,0.040439002215862274,0.001062779570929706,3.1939707696437836e-06,0.0078125
gpt_neox.layers.3.input_layernorm.bias,118000,119000,0.9999995,0.35546839237213135,0.018939150497317314,0.0018126015784218907,7.005692168604583e-07,0.001953125
gpt_neox.layers.3.post_attention_layernorm.weight,118000,119000,0.9999992,0.87841796875,0.048859853297472,0.0017173814121633768,4.662666469812393e-06,0.005859375
gpt_neox.layers.3.post_attention_layernorm.bias,118000,119000,0.9999958,0.2588256597518921,0.014319063164293766,0.003073564264923334,4.0046009530669835e-07,0.002197265625
gpt_neox.layers.3.attention.query_key_value.weight,118000,119000,0.99987096,985.6907348632812,1.5517799854278564,0.01643357425928116,3.0618932669312926e-06,0.012451171875
gpt_neox.layers.3.attention.query_key_value.bias,118000,119000,0.99999976,15.459145545959473,0.9285383224487305,0.0012151597766205668,0.0005613173707388341,0.09375
gpt_neox.layers.3.attention.dense.weight,118000,119000,0.9991875,330.3128356933594,0.8243769407272339,0.04058559983968735,2.5925373847712763e-06,0.01031494140625
gpt_neox.layers.3.attention.dense.bias,118000,119000,0.9999975,0.06785762310028076,0.003989769611507654,0.0023381123319268227,3.1090351626517077e-08,0.00146484375
gpt_neox.layers.3.mlp.dense_h_to_4h.weight,118000,119000,0.99863166,1429.4537353515625,1.7763752937316895,0.05260618031024933,3.0092126053204993e-06,0.0100860595703125
gpt_neox.layers.3.mlp.dense_h_to_4h.bias,118000,119000,0.99999595,0.869804859161377,0.025179551914334297,0.002947767497971654,3.095751139881031e-07,0.00244140625
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,118000,119000,0.9988652,1162.9354248046875,1.4528993368148804,0.0478830486536026,2.0129996300966013e-06,0.00830078125
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,118000,119000,0.9999975,0.06785762310028076,0.003989769611507654,0.0023381123319268227,3.1090351626517077e-08,0.00146484375
gpt_neox.layers.4.input_layernorm.weight,118000,119000,0.9999998,1.9365234375,0.10211734473705292,0.0018477237317711115,2.03670933842659e-05,0.01171875
gpt_neox.layers.4.input_layernorm.bias,118000,119000,0.9999923,2.9752941131591797,0.1573525220155716,0.01067580096423626,4.835901199840009e-05,0.025390625
gpt_neox.layers.4.post_attention_layernorm.weight,118000,119000,0.99999964,0.9267578125,0.04881835728883743,0.0014696369180455804,4.654750227928162e-06,0.0068359375
gpt_neox.layers.4.post_attention_layernorm.bias,118000,119000,0.99999475,0.5400710105895996,0.029605645686388016,0.004960933234542608,1.7119027688750066e-06,0.00390625
gpt_neox.layers.4.attention.query_key_value.weight,118000,119000,0.9999678,880.3533325195312,1.687986135482788,0.008701746352016926,3.623352995418827e-06,0.01953125
gpt_neox.layers.4.attention.query_key_value.bias,118000,119000,0.99999976,30.405447006225586,1.5463448762893677,0.0019415317801758647,0.0015567597001791,0.09375
gpt_neox.layers.4.attention.dense.weight,118000,119000,0.9967593,291.3026428222656,0.7257270216941833,0.08105495572090149,2.0091010810574517e-06,0.01015472412109375
gpt_neox.layers.4.attention.dense.bias,118000,119000,0.9999977,0.10715341567993164,0.006640140432864428,0.0028445753268897533,8.61161453258319e-08,0.0029296875
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,118000,119000,0.99904704,1126.48681640625,1.432738184928894,0.04396890103816986,1.9575463738874532e-06,0.00881195068359375
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,118000,119000,0.9999957,0.8304958939552307,0.024358192458748817,0.002980252727866173,2.8970779908377153e-07,0.00390625
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,118000,119000,0.9995297,850.2218017578125,1.0813038349151611,0.031029170379042625,1.1150975751661463e-06,0.011836051940917969
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,118000,119000,0.9999977,0.10715341567993164,0.006640140432864428,0.0028445753268897533,8.61161453258319e-08,0.0029296875
gpt_neox.layers.5.input_layernorm.weight,118000,119000,0.99999964,3.61328125,0.23776739835739136,0.0038783452473580837,0.00011041667312383652,0.0625
gpt_neox.layers.5.input_layernorm.bias,118000,119000,0.99998736,1.0875024795532227,0.08253078162670135,0.01001652330160141,1.330337818217231e-05,0.025390625
gpt_neox.layers.5.post_attention_layernorm.weight,118000,119000,0.99999994,1.34814453125,0.06449195742607117,0.0018644928932189941,8.123461157083511e-06,0.005859375
gpt_neox.layers.5.post_attention_layernorm.bias,118000,119000,0.99999547,0.36319541931152344,0.019524557515978813,0.0033414075151085854,7.44547492104175e-07,0.0029296875
gpt_neox.layers.5.attention.query_key_value.weight,118000,119000,0.99992096,913.4952392578125,1.6324012279510498,0.0128781134262681,3.3886144592543133e-06,0.02099609375
gpt_neox.layers.5.attention.query_key_value.bias,118000,119000,0.9999999,26.563270568847656,1.3095186948776245,0.0012565081706270576,0.0011164317838847637,0.09375
gpt_neox.layers.5.attention.dense.weight,118000,119000,0.9976392,257.309814453125,0.65240478515625,0.06930755078792572,1.6236518831647118e-06,0.00689697265625
gpt_neox.layers.5.attention.dense.bias,118000,119000,0.9999961,0.0959773063659668,0.005278462078422308,0.002819197252392769,5.441828676566729e-08,0.00103759765625
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,118000,119000,0.9992294,1001.3514404296875,1.2657403945922852,0.03946381434798241,1.5278268392648897e-06,0.0075225830078125
